0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700.25,618.75,571.5,480.25,395.25,382.5,362.5,318.25,306.0,271.0,225.0,187.0,156.0,121.75,100.0,95.5,78.75,43.25,49.5,33.5,-6.25,-22.25,-35.75,-48.75
37677.75,35730.75,33550.25,31684.75,30069.25,28762.25,27710.5,26359.25,24935.75,23309.25,21761.0,20211.75,19040.0,18043.5,16847.0,15459.25,14212.5,12976.25,12195.75,11719.25,11611.5,11444.75,11263.0,11027.25
192270.0,185293.5,177908.5,171365.0,165254.25,159751.25,153685.5,147417.0,140246.5,132713.0,125443.25,117938.25,111941.75,106292.5,101403.75,96521.5,92004.75,87960.25,84463.25,81188.25,78954.5,76872.5,74497.75,72553.25
418269.5,401030.25,379445.75,360153.25,344587.0,332961.75,323053.75,314720.75,307933.75,298115.5,290063.5,279047.75,269281.5,258951.75,249311.0,239265.5,231834.0,225692.0,219646.5,215526.0,211543.25,208685.0,207320.0,207812.75
843464.5,814288.75,778739.75,746352.75,719600.25,695297.75,674847.75,650464.0,625670.5,597453.75,572076.5,546735.75,523112.5,503515.0,484058.0,464988.25,444773.5,426741.25,409771.75,393372.5,378263.0,363735.25,350088.25,340006.75
2511089.25,1852088.5,1086516.0,415943.25,-1638.0,-67528.5,182924.75,639071.0,1161568.5,1589498.5,1791949.25,1706726.0,1385124.75,949056.5,520504.5,189432.0,29489.25,48089.0,207969.0,470011.75,760405.25,958481.5,996426.75,882624.25
264498274.0,5118436.25,-77064816.25,-131264092.0,-229772116.5,-244118844.5,-156065475.75,-98193369.5,-42825363.0,189550620.0,420756174.25,300650293.25,44691200.25,-50806417.25,-91810315.25,-191481199.25,-237963094.75,-173752383.0,-116405738.25,-83450804.25,115793901.75,380137851.5,330616163.75,86222038.5
782865253.25,162980765.75,-253872175.0,-487042910.25,-676923007.0,-699161096.25,-525162055.25,-304208291.0,64265418.75,664738784.75,1106787805.0,871139009.75,262519462.75,-196271993.5,-443220180.5,-640803167.75,-706239126.0,-557217156.5,-346340573.25,-21407723.75,546378570.5,1060066624.5,946136181.25,366487426.0
244452215.5,52725971.75,-63883691.0,-137484027.25,-225059622.0,-235575678.25,-152747363.25,-79937159.75,22488840.75,201640892.5,362727842.75,271479223.0,80076680.25,-46251625.5,-119812010.5,-208035244.25,-238835664.5,-165246214.75,-93656209.5,-3828533.5,159865814.0,342844674.75,294760002.0,108872205.25
348717864.25,133379112.0,-10199265.5,-144744988.25,-295836234.5,-370852171.75,-323595360.0,-190179191.0,-29289530.75,109417965.5,272815395.25,413360683.75,376457977.0,184486334.0,18927440.75,-102949301.25,-234234711.5,-325695800.25,-330879390.5,-231491334.0,-55567994.5,99469356.5,186764310.5,294067856.5
4633224683.5,2649548162.75,265420246.25,-2115260757.5,-4102998702.5,-5240301340.25,-4861749938.25,-3253057995.5,-1044927846.5,1350298469.5,3554084606.5,5165663959.75,5229697843.25,3737312303.0,1560619334.5,-814875011.0,-3005927756.0,-4672950936.5,-5163754081.25,-4160280256.75,-2268873359.25,31144583.75,2330861387.25,4285703780.75
3626808370.75,2181465587.75,268726581.75,-1679001560.0,-3254461868.0,-4045459309.5,-3823859713.75,-2648692327.0,-876455216.75,1091733429.5,2830992877.75,3936366223.5,4010723662.25,3041921399.5,1391294367.5,-544815221.0,-2349606342.5,-3623968904.25,-4000864456.5,-3371246631.25,-1928377764.0,-63210365.75,1826911325.0,3314103016.0
